,realUp,summ_context,okt_tokenized
96,1,철도 관련 주식들이 남북 정상회담 세부 의제로 경원선 연결을 논의한다는 소식에 강세를 보이고 있습니다 이에 따라 대호에이엘 대아티아이 세명전기 리노스 등 주식이 상승 중입니다 오는 일 열리는 남북 정상회담에서는 비핵화와 평화체제뿐만 아니라 남북 관계 개선 방안도 논의될 예정입니다 정부는 휴전선을 가로지르는 열차 운행이 군사적 긴장을 완화하는 데 도움이 될 것으로 보고 있습니다 경원선 복원은 남북 공동 번영 의제로 고려되고 있으며 평화 체제를 강화할 구체적인 수단으로 검토되고 있습니다,"['철도', '관련', '주식', '남북', '정상회담', '세부', '의제', '경원선', '연결', '논의', '소식', '강세', '보이', '호에이', '대아', '티아이', '세명', '전기', '노스', '주식', '상승', '남북', '정상회담', '비핵화', '평화', '체제', '남북', '관계', '개선', '방안', '논의', '예정', '정부', '휴전선', '열차', '운행', '군사', '긴장', '완화', '도움', '보고', '경원선', '복원', '남북', '공동', '번영', '의제', '고려', '평화', '체제', '구체', '수단', '검토']"
97,0,이데일리 기사에서 코스닥 지수가 개인 투자자의 순매수 유입으로 인해 이틀 연속 상승세를 보이며 장을 시작했다는 소식이 전하고 있습니다 바이오 종목인 바이로메드 제넥신 등이 시총 상위권에서 상승세를 보이고 있는 것으로 나타났으며 스킨앤스킨은 상한가에 진입했습니다 한편 아진산업 세화피앤씨 바이온 등의 기업은 하락세에 있습니다 코스닥 지수는 전일 대비 상승한 상태로 거래 중이며 개인 투자자는 순매수 중이고 외국인 및 기관 투자자에서는 순매도세를 보이고 있습니다,"['이데일리', '기사', '코스닥', '지수', '개인', '투자자', '매수', '유입', '이틀', '연속', '상승세', '보이', '시작', '소식', '전하', '바이오', '종목', '바이', '로메', '제넥신', '상위', '상승세', '보이', '스킨', '스킨', '상한', '진입', '한편', '아진산업', '화피', '이온', '기업', '하락', '코스닥', '지수', '전일', '대비', '상승', '상태', '거래', '중이', '개인', '투자자', '매수', '중이', '외국인', '기관', '투자자', '도세', '보이']"
98,1,코스닥지수는 하루 만에 상승했지만 무역전쟁 우려로 인해 선 탈환에는 실패했습니다 기관과 개인이 동반해 순매수했으며 인터넷 운송장비 부품 등의 업종이 강세를 보였습니다 코스닥 시장에서 개인은 억원 기관은 억원을 순매수했습니다 외국인 투자자는 억원의 주식을 팔았습니다 해덕파워웨이 최대주주 변경 아스타 바이오 플랫폼 사업 진출 인터불스 암 전문병원과의 투자 등 일부 개별 종목이 상한가에 도달했습니다,"['코스닥', '지수', '하루', '상승', '무역', '전쟁', '우려', '탈환', '기관', '개인', '동반', '매수', '인터넷', '운송', '장비', '부품', '업종', '강세', '코스닥', '시장', '개인', '억원', '기관', '억원', '매수', '외국인', '투자자', '억원', '주식', '해덕', '파워', '웨이', '최대', '주주', '변경', '아스타', '바이오', '플랫폼', '사업', '진출', '인터', '불스', '문병원', '투자', '일부', '개별', '종목', '상한', '도달']"
99,1,케이피엠테크의 자회사인 에이비온이 미국암학회 에서 신약 에 대한 연구 결과를 발표할 예정입니다 은 간세포성장인자수용체 관련 암 환자를 위한 항암제 후보 물질로 위암 세포주 및 환자유래 종양 모델에서 강력한 종양 억제 효과를 보였습니다 에이비온은 전임상 연구를 마친 후 올해 하반기 임상시험계획승인 을 신청하고 글로벌 임상 상에 착수할 계획입니다 회사는 이 연간 약 억 달러의 매출을 낼 수 있는 블록버스터급 신약이 될 것으로 기대하고 있습니다,"['케이피', '테크', '자회사', '에이', '비온', '미국', '학회', '신약', '대한', '연구', '결과', '발표', '예정', '간세포', '성장', '인자', '수용체', '관련', '환자', '항암제', '후보', '물질', '위암', '포주', '환자', '유래', '종양', '모델', '종양', '억제', '효과', '에이', '비온', '전임', '연구', '올해', '하반기', '임상시험', '계획', '승인', '신청', '글로벌', '착수', '계획', '회사', '연간', '달러', '매출', '블록버스터', '신약']"
100,1,코스피지수는 국가 간 무역 분쟁 우려에도 불구하고 도널드 트럼프 대통령의 중국에 대한 우호적인 발언으로 인해 하루 만에 상승했습니다 코스피는 전날보다 증가한 포인트로 거래를 마쳤습니다 셀트리온과 삼성바이오로직스와 같은 바이오 제약주가 지수 상승을 이끌었으며 외국인 투자자는 기관으로부터의 매수세를 따라 순매수를 하였습니다 코스닥지수는 전날보다 상승한 에 마감되었습니다 시장 전문가들은 미중 무역 분쟁에 따른 위험 관리와 단기 모멘텀이 있는 업종과 종목에 집중하라고 조언합니다,"['코스피지수', '국가', '무역', '분쟁', '우려', '불구', '도널드', '트럼프', '대통령', '중국', '대한', '우호', '발언', '하루', '상승', '코스피', '전날', '증가', '포인트', '거래', '셀트리온', '바이오', '직스', '바이오', '제약', '주가', '지수', '상승', '외국인', '투자자', '기관', '매수', '코스닥', '지수', '전날', '상승', '마감', '시장', '전문가', '무역', '분쟁', '위험', '관리', '단기', '모멘텀', '업종', '종목', '집중', '조언']"
101,1,코스닥지수가 개인과 기관의 순매수세로 인해 반등하며 전 거래일 대비 포인트 상승하여 로 마감하였습니다 인터넷 및 제약 등 일부 업종이 강세를 보였습니다 시가총액 상위 종목 중 많은 수가 상승했으며 에프엔씨엔터 프로스테믹스 드림시큐리티 넥스트바이오홀딩스와 같은 개별 종목이 상한가를 기록했습니다 거래량은 억 만주이며 거래대금은 조 억원을 나타냈습니다 총 개 종목이 상승했고 하한가는 없으며 개 종목은 하락하였고 개 종목은 보합으로 마감했습니다,"['코스닥', '지수', '개인', '기관', '세로', '반등', '거래', '대비', '포인트', '상승', '마감', '인터넷', '제약', '일부', '업종', '강세', '시가총액', '상위', '종목', '수가', '상승', '에프', '엔씨', '프로', '스테', '믹스', '드림', '시큐리티', '넥스트', '바이오', '홀딩스', '개별', '종목', '상한', '기록', '거래량', '만주', '거래', '금은', '억원', '종목', '상승', '종목', '하락', '종목', '보합', '마감']"
102,1,바이오기업 프로스테믹스는 세계 최초로 지방 줄기세포배양액 내 존재하는 특정 마이크로 가 암 줄기세포를 억제한다는 사실을 한국과학기술원 과 함께 발견했습니다 이 연구는 국제 학술지 국제 줄기세포학회지 에 게재되었습니다 마이크로 투약군은 유방암 환자의 종양 성장을 대조군 대비 약 분의 줄였습니다 해당 마이크로 는 암세포 사멸 암 줄기세포 증식 억제 및 관련 유전자의 발현 억제에 영향을 미쳤습니다 프로스테믹스는 향후 항암 분야 연구에 주력할 계획입니다,"['바이오', '기업', '프로', '스테', '믹스', '세계', '최초', '지방', '줄기', '세포배양', '존재', '특정', '마이크로', '줄기세포', '사실', '한국', '과학기술원', '발견', '연구', '국제', '학술지', '국제', '줄기세포', '학회', '게재', '마이크로', '투약', '유방암', '환자', '종양', '성장', '대조군', '대비', '해당', '마이크로', '암세포', '사멸', '줄기세포', '증식', '억제', '관련', '유전자', '발현', '억제', '영향', '프로', '스테', '믹스', '향후', '항암', '분야', '연구', '주력', '계획']"
103,1,케이피엠테크 자회사 에이비온이 신약 의 위암 연구 결과를 미국암학회에서 발표할 예정이라고 합니다 은 유전자가 변형된 암에 대한 항암제 신약으로 특히 위암 폐암 신장암에서 뛰어난 항암 효과를 보여 블록버스터급 신약으로 주목받고 있습니다 에이비온 관계자는 이번 연구 발표를 통해 약효가 가장 좋은 환자군을 선정하는 데 도움이 될 것으로 기대하고 있으며 올해 하반기까지 임상시험계획승인 신청을 계획하고 있다고 합니다,"['케이피', '테크', '자회사', '에이', '비온', '신약', '위암', '연구', '결과', '미국', '학회', '발표', '예정', '유전자', '변형', '대한', '항암제', '신약', '위암', '폐암', '신장암', '항암', '효과', '블록버스터', '신약', '주목', '에이', '비온', '관계자', '이번', '연구', '발표', '통해', '약효', '가장', '환자', '선정', '도움', '올해', '하반기', '임상시험', '계획', '승인', '신청', '계획']"
104,1,코스닥 지수 중동 리스크 영향으로 하락세 포인트 하락하여 기록 바이오 상위 종목 대부분 하락 마감 바이로메드 는 가까이 제넥신 휴젤 메디톡스 셀트리온제약 등 조정 네이처셀 은 일본 후생성 승인 소식에 상승 차바이오텍 은 바이오 위탁생산 기업 신설 공시로 급등 셀루메드 라퓨겐 승인으로 상한가 기록 골이식재 기술 개발 엔에스엔 뇌질환 치료기기 하버드와 협력 소식에 강세 디에스티로봇 은 사모투자합자회사 지분 양수도 추진 소식에 급등,"['코스닥', '지수', '중동', '리스크', '영향', '하락', '포인트', '하락', '기록', '바이오', '상위', '종목', '대부분', '하락', '마감', '바이', '로메', '가까이', '제넥신', '디톡스', '셀트리온', '제약', '조정', '네이처', '일본', '후생성', '승인', '소식', '상승', '바이오', '바이오', '위탁', '생산', '기업', '신설', '공시', '급등', '셀루메드', '라퓨겐', '승인', '상한', '기록', '기술', '개발', '에스', '질환', '치료', '기기', '하버드', '협력', '소식', '강세', '에스티', '로봇', '투자', '합자회사', '양수', '추진', '소식', '급등']"
105,0,외국인 및 기관의 순매도에도 불구하고 개인 투자자들이 사자 세를 보이며 코스닥 지수가 상승세를 보였습니다 코스닥 지수는 일 연속 상승하며 선에 근접했습니다 현재 포인트 상승한 로 거래 중입니다 개인 투자자들은 시가총액 상위 종목들 예를 들어 신라젠 휴젤 네이처셀 등에 매수세를 보이며 코스닥 지수 상승에 기여했습니다 에이치엘비 삼천당제약 크리스탈 등의 바이오 종목들은 하락세를 보였습니다 개별 주식으로는 이에스브이가 상한가에 도달했으며 태양씨앤엘 나이벡 디에스티로봇과 같은 회사들도 높은 거래량을 보이며 상승했습니다 반면 케어랩스 디엔에이링크 원풍물산 등은 하강 추세를 보였습니다 주요 업종으로는 음식료 담배 기타제조 비금속 등이 강세를 보이고 있으며 운송장비 부품 출판 매체복제 등의 분야는 약세입니다,"['외국인', '기관', '매도', '불구', '개인', '투자자', '사자', '보이', '코스닥', '지수', '상승세', '코스닥', '지수', '연속', '상승', '현재', '포인트', '상승', '거래', '개인', '투자자', '시가총액', '상위', '종목', '신라', '네이처', '보이', '코스닥', '지수', '상승', '기여', '에이치엘비', '제약', '크리스탈', '바이오', '종목', '하락', '개별', '주식', '에스', '브이', '상한', '도달', '태양', '나이', '에스티', '로봇', '회사', '거래량', '보이', '상승', '반면', '케어', '랩스', '디엔에이', '링크', '풍물', '하강', '추세', '주요', '업종', '음식', '담배', '기타', '제조', '비금속', '강세', '보이', '운송', '장비', '부품', '출판', '매체', '복제', '분야', '약세']"
106,1,네이처셀 주가가 급등 중입니다 일본에서 알츠하이머 치매 치료를 위한 줄기세포 기술 실용화에 세계 최초로 성공했다는 소식에 힘입어 현재 전일 대비 상승한 만 원에 거래되고 있습니다 바이오스타 줄기세포기술연구원은 지난달 일 일본 후생성으로부터 해당 기술의 안정성과 유효성을 인정받아 승인 적합 결정을 받았습니다 이 기술은 치매를 치료하기 위해 연구 목적뿐만 아니라 실제로 사용될 수 있는 최초의 기술입니다 이후 동경과 같은 일본 전역으로 확대될 것으로 전망됩니다,"['네이처', '주가', '급등', '일본', '알츠하이머', '치매', '치료', '줄기세포', '기술', '실용', '세계', '최초', '소식', '현재', '전일', '대비', '상승', '거래', '바이오', '스타', '줄기세포', '기술', '연구원', '지난달', '일본', '후생성', '해당', '기술', '안정', '성과', '유효', '승인', '적합', '결정', '기술', '치매', '치료', '위해', '연구', '목적', '실제', '사용', '최초', '기술', '이후', '동경', '일본', '전역', '확대', '전망']"
107,0,코스피지수가 미국의 시리아 공습 우려에도 불구하고 기관 및 외국인 동반 매도에 맞서 개인 투자자의 방어로 인해 강보합으로 마감하여 선을 유지했습니다 코스피지수는 전 거래일 대비 포인트 상승한 로 거래를 마쳤습니다 삼성전자는 거래일 연속 상승세를 이어가며 이상 올랐습니다 유가증권 시장에서 외국인 및 기관이 각각 억 원과 억 원 순매도했고 개인은 억 원을 순매수했습니다 종목별로는 종이목재와 전기전자 업종이 강세를 보였습니다 도화엔지니어 컨버즈 등 개별 주식도 주목할만한 상승세를 보였습니다,"['코스피지수', '미국', '시리아', '공습', '우려', '불구', '기관', '외국인', '동반', '매도', '개인', '투자자', '방어', '보합', '마감', '유지', '코스피지수', '거래', '대비', '포인트', '상승', '거래', '전자', '거래', '연속', '상승세', '어가', '이상', '유가', '증권', '시장', '외국인', '기관', '각각', '매도', '개인', '매수', '종목', '별로', '종이', '목재', '전기', '전자', '업종', '강세', '도화', '엔지니어', '버즈', '개별', '주식', '상승세']"
108,1,도화엔지니어링 이 남북 정상회담과 사회간접자본 사업 추진에 대한 기대감에 힘입어 상한가를 기록했습니다 이 회사는 국내 최대의 종합 엔지니어링 업체로 수처리 자원 개발 도시 계획 도로 교통 항만 철도 환경 등 다양한 분야에서 활동하고 있습니다 리서치알음의 최성환 연구원은 회사가 지난해 해외수주 를 차지했으며 수익성이 높은 매출 비중 증가로 실적이 크게 향상되고 있다고 평가했습니다 또한 올해 모든 사업부가 고성장기에 접어들면서 어닝 서프라이즈를 달성할 것으로 전망하고 있습니다 노선 프로젝트 수주로 향후 년간 약 억원의 매출이 예상됩니다,"['도화', '엔지니어링', '남북', '정상회담', '사회', '간접', '자본', '사업', '추진', '대한', '대감', '상한', '기록', '회사', '국내', '최대', '종합', '엔지니어링', '업체', '수처리', '자원', '개발', '도시', '계획', '도로', '교통', '항만', '철도', '환경', '분야', '활동', '리서치', '알음', '최성환', '연구원', '회사', '지난해', '해외', '수주', '차지', '수익', '매출', '비중', '증가', '실적', '크게', '향상', '평가', '또한', '올해', '모든', '사업', '부가', '성장기', '어닝', '서프라이즈', '달성', '전망', '노선', '프로젝트', '수주로', '향후', '억원', '매출', '예상']"
109,1,요약하자면 제약 및 바이오 업종에서의 관심이 커짐에 따라 메타바이오메드라는 회사가 주목받고 있습니다 이 회사는 의료기기 개발에 집중하고 있으며 그중에는 일체형 내시경 카테타와 다양한 응용이 가능한 초소형 내시경 등이 포함됩니다 중국과 미국 시장으로의 확장이 예상되며 올해부터 년까지 신기술을 순차적으로 출시할 계획입니다,"['요약', '제약', '바이오', '업종', '관심', '메타', '바이', '오메', '회사', '주목', '회사', '의료기기', '개발', '집중', '일체', '내시경', '응용', '초소', '내시경', '포함', '중국', '미국', '시장', '확장', '예상', '올해', '기술', '순차', '출시', '계획']"
110,1,주식 시장에서는 다양한 종목의 기업에서 여러 뉴스가 발표되었습니다 주요 내용은 다음과 같습니다 남선알미늄은 최대주주 변경을 공시했습니다 진양홀딩스는 자회사를 위해 유상증자에 참여합니다 삼성바이오로직스의 자회사인 삼바에피스는 자금 확보를 위한 단기차입을 합니다 에이프로젠 는 계열사 신주인수권부사채를 취득합니다 엔케이는 자회사와 합병하고 바른손은 영화 제작 및 공급 계약 체결을 했습니다 네오디안테크놀로지는 이사들의 의결권 행사에 관한 소송이 제기되었습니다 기타 기업들도 투자 계획 발표 자금 확보 최대주주 변경 등의 소식을 전했습니다,"['주식', '시장', '종목', '기업', '여러', '뉴스', '발표', '주요', '내용', '다음', '남선', '알미늄', '최대', '주주', '변경', '공시', '진양', '홀딩스', '자회사', '위해', '유상증자', '참여', '바이오', '직스', '자회사', '삼바', '피스', '자금', '확보', '차입', '에이', '프로', '열사', '신주인수권', '사채', '취득', '케이', '자회사', '합병', '영화', '제작', '공급', '계약', '체결', '디안', '테크놀로지', '이사', '의결권', '행사', '소송', '제기', '기타', '기업', '투자', '계획', '발표', '자금', '확보', '최대', '주주', '변경', '소식']"
111,1,코스닥 지수가 사흘 연속 상승하며 선을 돌파했으며 시가총액 상위 종목들의 흐름은 혼합적이었습니다 개인 및 외국인이 순매수를 기록했고 기관투자가는 순매도했습니다 부품과 바이오 관련 주식이 주로 상한가를 이뤘고 통신서비스와 방송서비스 등은 하락세를 보였습니다 코스닥 지수는 상승하여 에 마감되었습니다,"['코스닥', '지수', '사흘', '연속', '상승', '돌파', '시가총액', '상위', '종목', '흐름', '혼합', '개인', '외국인', '매수', '기록', '기관', '투자가', '매도', '부품', '바이오', '관련', '주식', '주로', '상한', '통신', '서비스', '방송', '서비스', '하락', '코스닥', '지수', '상승', '마감']"
112,0,미중 무역전쟁 우려로 인해 외국인 투자자 매물이 증가하면서 코스피지수가 약보합으로 마감했습니다 미국 상무부는 중국 통신장비 업체 에 대한 제재를 발표하여 외국인의 팔자세가 확대되었습니다 반면 삼성전자 하이닉스 등 일부 대형주들은 하락세를 보였습니다 하지만 현대차 는 주주 이익을 높이기 위한 조치의 긍정적 입장을 엘리엇으로부터 전하며 이상 상승하였습니다 코스피지수는 포인트 내린 로 마감했습니다,"['무역', '전쟁', '우려', '외국인', '투자자', '매물', '증가', '코스피지수', '보합', '마감', '미국', '상무부', '중국', '통신', '장비', '업체', '대한', '제재', '발표', '외국인', '자세', '확대', '반면', '삼성', '전자', '하이닉스', '일부', '대형주', '하락', '현대차', '주주', '이익', '조치', '긍정', '입장', '엘리엇', '전하', '이상', '상승', '코스피지수', '포인트', '마감']"
113,0,서울경제에 따르면 에스맥 은 유상증자 소식에 주가가 상승 중입니다 회사는 운영자금 마련을 위해 총 억원 규모의 제 자배정 유상증자를 결정했으며 이로 인해 보통주 만 주가 발행됩니다 이 뉴스 이후 에스맥 주식은 전날 대비 상승하여 현재 거래되고 있습니다,"['경제', '에스', '유상증자', '소식', '주가', '상승', '회사', '운영', '자금', '마련', '위해', '억원', '규모', '배정', '유상증자', '결정', '이로', '보통주', '주가', '발행', '뉴스', '이후', '에스', '주식', '전날', '대비', '상승', '현재', '거래']"
114,1,해당 기사는 우리기술 이 운영 자금을 확보하기 위해 어니스트 호조합 등에게 억원의 전환사채를 발행한다고 발표한 내용을 다루고 있습니다 사채 만기일은 년 월 일이며 표면이자율은 만기이자율은 입니다 기사에는 차바이오텍 국순당 코오롱글로벌 에스앤디 등 다른 회사들도 언급되어 있으며 주식 코드 목록과 해당 회사의 코드 값이 제공됩니다 요약하자면 우리기술은 운영 자금을 위해 전환사채를 발행하며 만기이자율 로 발행하는 내용입니다,"['해당', '기사', '우리', '기술', '운영', '자금', '확보', '위해', '어니스트', '조합', '억원', '전환사채', '발행', '발표', '내용', '사채', '만기일', '일이', '표면', '이자율', '이자율', '기사', '바이오', '국순당', '코오롱', '글로벌', '에스', '앤디', '다른', '회사', '언급', '주식', '코드', '목록', '해당', '회사', '코드', '제공', '요약', '우리', '기술', '운영', '자금', '위해', '전환사채', '발행', '이자율', '발행', '내용']"
115,1,코스피지수 상승 마감 지정학적 리스크 완화 및 중국 인민은행의 지급준비율 인하 등의 호재로 인해 코스피지수는 선을 넘어 으로 마감되었습니다 외국인 및 기관 동반 순매수 외국인과 기관이 각각 억원 억원을 순매수하며 지수 상승에 기여하였습니다 개인은 억원을 순매도했습니다 시가총액 상위주 강세 삼성전자 등 주요 주식이 대체로 상승했으며 코아스는 가격제한폭까지 올랐습니다 필루스 나노메딕스 한창 동부제철 등은 하락세를 보였습니다 개별종목 코아스 인스코비 인디에프 등이 두드러진 상승세를 기록했고 필루스와 나노메딕스는 크게 하락했습니다 거래량 및 거래대금 총 억 만주 거래되어 조 억원의 거래대금을 보였습니다,"['코스피지수', '상승', '마감', '지정학적', '리스크', '완화', '중국', '인민', '은행', '지급준비율', '인하', '호재', '코스피지수', '마감', '외국인', '기관', '동반', '매수', '외국인', '기관', '각각', '억원', '억원', '매수', '지수', '상승', '기여', '개인', '억원', '매도', '시가총액', '위주', '강세', '삼성', '전자', '주요', '주식', '대체로', '상승', '아스', '가격', '루스', '나노', '딕스', '한창', '동부', '제철', '하락', '개별', '종목', '아스', '인스', '코비', '에프', '상승세', '기록', '루스', '나노메딕스', '크게', '하락', '거래', '거래', '대금', '만주', '거래', '억원', '거래', '대금']"
116,0,외국인 투자자 억원 이상 순매도 코스닥 하락 마감 제약주 약세 거래량 폭발 이데일리 코스닥 지수가 외국인 차익실현 매물 증가로 인해 전날 선을 돌파한 후 다시 선대로 내려갔습니다 외국인은 억원을 순매도했고 개인은 억원을 사들였습니다 시가총액 상위 종목 대부분은 하락했으며 남북 경협주는 정상회담 기대감으로 급등했습니다 거래량은 억주를 초과하며 거래대금은 조원에 달했습니다,"['외국인', '투자자', '억원', '이상', '매도', '코스닥', '하락', '마감', '약주', '약세', '거래', '폭발', '이데일리', '코스닥', '지수', '외국인', '차익', '실현', '매물', '증가', '전날', '돌파', '다시', '선대', '외국인', '억원', '매도', '개인', '억원', '시가총액', '상위', '종목', '대부분', '하락', '남북', '경협주', '정상회담', '대감', '급등', '거래량', '초과', '거래', '금은', '조원']"
117,1,코스닥 지수 이상 급락하며 이틀 연속 하락 바이오 종목의 거품론으로 시가총액 상위 바이오 종목 대부분 하락 남북정상회담 논의에 따라 한반도 비핵화 및 종전선언이 언급됨에 따라 남북경협주 동반 상승 건설업종은 남북경제협력 수혜로 이상 상승 건설 관련 주식 가격제한폭까지 급등,"['코스닥', '지수', '이상', '급락', '이틀', '연속', '하락', '바이오', '종목', '거품', '시가총액', '상위', '바이오', '종목', '대부분', '하락', '남북정상회담', '논의', '한반도', '비핵화', '종전', '선언', '언급', '남북', '협주', '동반', '상승', '건설업', '종은', '남북', '경제', '협력', '수혜', '이상', '상승', '건설', '관련', '주식', '가격', '급등']"
118,1,다스코는 도로안전시설 덱플레이트 경질우레탄 단열재 등을 생산하는 회사로 남북 경제 협력이 재개될 경우 혜택을 볼 것으로 예상되며 이에 따라 주가가 상승했습니다 회사는 올해 매출액 억원 영업이익 억원 당기순이익 억원을 목표로 하고 있습니다 최근 남북 정상회담과 경제 협력 기대감에 건설업종 지수가 상승세를 보였으며 북한 내 인프라 투자로 인한 시장 확대 효과와 주택 건설에 따른 신규 시장이 형성될 것으로 예상됩니다,"['다스', '도로', '안전', '시설', '플레이', '경질', '우레', '생산', '회사', '남북', '경제', '협력', '재개', '경우', '혜택', '예상', '주가', '상승', '회사', '올해', '매출', '억원', '영업', '이익', '억원', '순이익', '억원', '목표', '최근', '남북', '정상회담', '경제', '협력', '대감', '건설', '업종', '지수', '상승세', '북한', '인프라', '투자', '시장', '확대', '효과', '주택', '건설', '신규', '시장', '형성', '예상']"
119,1,코스닥 지수가 개인 매도세로 인해 하락세를 보이고 있습니다 시가총액 상위 바이오 종목이 대부분 하락세를 보이면서 전체 지수를 끌어내리고 있습니다 남북정상회담을 앞두고 남북경협주가 강세를 보이고 있으며 한반도에 대한 긴장완화 기대감이 상승에 기여하고 있습니다,"['코스닥', '지수', '개인', '매도', '세로', '하락', '보이', '시가총액', '상위', '바이오', '종목', '대부분', '하락', '전체', '지수', '남북정상회담', '남북', '주가', '강세', '보이', '한반도', '대한', '긴장', '완화', '대감', '상승', '기여']"
120,1,해당 기사에서는 트럼프 미국 대통령의 종전 언급으로 개성공단에 입주했던 건설업체 남광토건이 장 시작과 함께 상한가에 올랐음을 보도하고 있습니다 올해 들어 주가가 이미 두 배 이상 상승했으며 해당 업체는 대표적인 대북경협주로 주목받고 있습니다 또한 주식시장 정보 제공 및 블록체인 관련 소식을 담은 섹션들을 소개하고 있습니다 마지막으로 다양한 코드와 관련된 주식 목록이 나열되어 있습니다 요약하자면 트럼프 대통령의 종전 발언으로 개성공단 건설업체 남광토건 주가가 급상승한 소식과 함께 서울경제에서 제공하는 주식시장 및 블록체인 관련 소식을 강조하고 있습니다,"['해당', '기사', '트럼프', '미국', '대통령', '종전', '언급', '개성', '공단', '건설', '업체', '남광', '토건', '시작', '상한', '보도', '올해', '주가', '이상', '상승', '해당', '업체', '대표', '대북', '주로', '주목', '또한', '주식시장', '정보', '제공', '블록', '체인', '관련', '소식', '섹션', '소개', '마지막', '코드', '관련', '주식', '목록', '나열', '요약', '트럼프', '대통령', '종전', '발언', '개성', '공단', '건설', '업체', '남광', '토건', '주가', '급상승', '소식', '경제', '제공', '주식시장', '블록', '체인', '관련', '소식', '강조']"
121,1,한라가 건설주로서 남북 경협과 관련되어 주목받고 있습니다 한라는 범현대가 소유의 건설 회사로 토목 건축 주택 등 다양한 사업을 영위하고 있으며 현대건설 컨소시엄의 일원입니다 남북 정상회담에서 종전 논의가 이루어질 것이라는 전망과 함께 경제 협력사업 재개 기대감이 커지고 있습니다 건설 수주 물량이 늘어날 것으로 예상되어 한라에 대한 매수세가 증가하고 있습니다,"['한라', '건설', '로서', '남북', '경협', '관련', '주목', '한라', '범현대', '소유', '건설', '회사', '토목', '건축', '주택', '사업', '영위', '현대', '건설', '컨소시엄', '일원', '남북', '정상회담', '종전', '논의', '전망', '경제', '협력', '사업', '재개', '대감', '건설', '수주', '물량', '예상', '한라', '대한', '증가']"
122,1,남북경협 기대감에 시멘트주가 이틀 연속 상승세를 기록하고 있습니다 코스피 비금속광물 지수가 전일 대비 상승했으며 현대시멘트는 급등하여 상한가에 도달했습니다 쌍용양회 한일시멘트 아세아시멘트 등도 크게 올랐습니다 경협 초기에는 북한의 시멘트 수요로 인해 국내 해안사 기업이 수혜를 입을 것으로 분석됩니다 국내 시멘트 업계는 상위 개사가 시장의 이상을 차지하고 있습니다,"['남북', '대감', '시멘트', '주가', '이틀', '연속', '상승세', '기록', '코스피', '비금속', '광물', '지수', '전일', '대비', '상승', '시멘트', '급등', '상한', '도달', '쌍용양회', '시멘트', '아세아', '시멘트', '크게', '경협', '초기', '북한', '시멘트', '수요', '국내', '해안사', '기업', '수혜', '분석', '국내', '시멘트', '업계', '상위', '개사', '시장', '이상', '차지']"
123,0,코스피지수는 미국 주식시장 하락과 미중 무역전쟁 우려로 인해 하락했습니다 그러나 남북관계 개선이 예상되는 건설 관련 주들은 이틀째 급등세를 보였습니다 코스피지수는 전 거래일 대비 하락한 으로 마감되었습니다 개인 및 기관은 순매수를 기록했고 외국인은 순매도했습니다 유가증권시장에서 전기가스업과 종이목재 등이 강세를 보였으며 삼성전자와 하이닉스는 하락세를 보였습니다 건설 및 북한 인프라 관련 주들은 정상회담 기대감으로 상승세를 이어갔습니다,"['코스피지수', '미국', '주식시장', '하락', '무역', '전쟁', '우려', '하락', '남북관계', '개선', '예상', '건설', '관련', '이틀', '급등', '코스피지수', '거래', '대비', '하락', '마감', '개인', '기관', '매수', '기록', '외국인', '매도', '유가', '증권', '시장', '기가스', '종이', '목재', '강세', '전자', '하이닉스', '하락', '건설', '북한', '인프라', '관련', '정상회담', '대감', '상승세']"
124,0,외국인 투자자가 국내 유가증권 시장에서 약 억 원을 순매도하며 코스피 지수를 하락시켰습니다 외국인은 특히 전기 및 전자 업종에서 대규모 매도를 하였으며 삼성전자와 하이닉스 주식이 크게 하락했습니다 전날 미국 반도체주들이 약세를 보이자 한국 주식시장에서도 전기 및 전자 업종에 영향을 미쳤을 것으로 보입니다 또한 장기 국채 금리가 상승하면서 외국인 자금 유출에 대한 우려가 커졌습니다 남북 정상회담과 북미 정상회담을 앞두고 건설 관련주에 관심이 집중되고 있으며 남북간 개발 사업 증가에 대한 기대감으로 인해 이 업종이 강세를 보이고 있습니다 남광토건 현대건설 우원개발 등 많은 건설 관련 기업이 상승했으며 수도 가스관 업체인 삼현철강과 하이스틸도 함께 올랐습니다 남북 관계 개선을 위한 기대감이 커지고 있으며 이로 인해 주식시장에서 건설업종에 대한 관심이 증가하고 있습니다 한화투자증권에 따르면 올해 코스피 건설업지수는 상승했습니다,"['외국인', '투자자', '국내', '유가', '증권', '시장', '매도', '코스피', '지수', '하락', '외국인', '전기', '전자', '업종', '대규모', '매도', '전자', '하이닉스', '주식', '크게', '하락', '전날', '미국', '반도체', '약세', '보이', '한국', '주식시장', '전기', '전자', '업종', '영향', '또한', '장기', '국채', '금리', '상승', '외국인', '자금', '유출', '대한', '우려', '남북', '정상회담', '북미', '정상회담', '건설', '관련', '관심', '집중', '남북', '개발', '사업', '증가', '대한', '대감', '업종', '강세', '보이', '남광', '토건', '현대', '건설', '개발', '건설', '관련', '기업', '상승', '수도', '가스', '업체', '철강', '하이', '스틸', '남북', '관계', '개선', '대감', '이로', '주식시장', '건설', '업종', '대한', '관심', '증가', '화투', '증권', '올해', '코스피', '건설업', '지수', '상승']"
